"Budhraja, Tarun","57132991600","3","Computer Science
Decision Sciences
Engineering
"
"Debnath, Mousumi","57202136173","2","Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
"
"Syed, Zeba","56395059800","1","Computer Science
Engineering
Social Sciences
"
"Shahabaz, S. M.","57194572097","1","Engineering
Materials Science
"
"Jain, Ashish Kumar","56404939700","15","Computer Science
Engineering
Mathematics
Decision Sciences
Business, Management and Accounting
Multidisciplinary
"
"Bhattacharya, Shabori","56599539600","3","Environmental Science
Physics and Astronomy
Materials Science
Medicine
"
"Sharma, Mohit Kumar","57198780652","1","Computer Science
Physics and Astronomy
"
"Jain, Amit","57192893504","1","Business, Management and Accounting
"
"Agarwal, Dinesh Chandra","57197200109","2","Physics and Astronomy
Materials Science
Engineering
Chemistry
"
"Mathur, Pratistha","56663892400","9","Computer Science
Engineering
Decision Sciences
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Environmental Science
Mathematics
"
"Bhadri, Shrikant N.","55632044000","4","Engineering
Materials Science
Computer Science
Environmental Science
"
"Hada, Rishav","57202049833","1","Computer Science
Physics and Astronomy
"
"Kumawat, M.","57196469130","11","Physics and Astronomy
"
"Rajpoot, Y. S.","57203090926","1","Engineering
Materials Science
"
"Jitendra, Kadam S.","57189615515","4","Physics and Astronomy
Computer Science
Multidisciplinary
Mathematics
Engineering
"
"Upamanyu, Shweta","57193008594","1","Economics, Econometrics and Finance
Business, Management and Accounting
"
"Riyaj, Md","57191525142","6","Physics and Astronomy
Computer Science
Engineering
Materials Science
"
"Shankar, Venkatesh Gauri","57192120336","8","Computer Science
Engineering
Decision Sciences
Physics and Astronomy
","0000-0002-0088-5887"
"Sharma, Niket","56340801600","1","Computer Science
Decision Sciences
"
"Khemka, Suyash","57200497640","2","Computer Science
Mathematics
"
"Gujela, Om Prakash","56081133800","5","Engineering
Computer Science
Physics and Astronomy
Energy
"
"Rao, Ganesh K.","57201550753","1","Engineering
Business, Management and Accounting
"
"Dhingra, Arjun","57205349697","1","Decision Sciences
Computer Science
"
"Gupta, Yogesh Kumar","56040653600","52","Physics and Astronomy
Computer Science
Mathematics
Engineering
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Environmental Science
Decision Sciences
Energy
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
"
"Preetam, Isukametla Neenu","56041268500","2","Computer Science
Engineering
"
"Bansal, Deepika","57189031421","3","Computer Science
Engineering
Physics and Astronomy
Social Sciences
Mathematics
"
"Singh, Amit Kumar","57196215919","7","Computer Science
Physics and Astronomy
Engineering
Materials Science
Energy
Business, Management and Accounting
Mathematics
","0000-0002-6550-8484"
"Joshi, Sandeep","56394940000","12","Computer Science
Engineering
Biochemistry, Genetics and Molecular Biology
Social Sciences
Mathematics
Decision Sciences
","0000-0001-9127-5947"
"Neetu","57189027298","6","Engineering
Materials Science
Computer Science
"
"Singhal, Sunita","57194063002","4","Computer Science
Decision Sciences
"
"Yaqub, Syed Mohammad","57203287707","1","Engineering
Computer Science
"
"Yadav, Ravinder","57192958525","3","Computer Science
Engineering
Mathematics
Decision Sciences
"
"Singh, Harkanchan","57204512023","1","Decision Sciences
Business, Management and Accounting
"
"Chaudhry, Yash","57205391175","1","Computer Science
"
"Kumari, Shambhavi","57195489307","1","Decision Sciences
Computer Science
"
"Sharan, Shivendra Nath","38062124300","11","Engineering
Computer Science
Mathematics
Physics and Astronomy
Business, Management and Accounting
Materials Science
"
"Gupta, Preeti","56151869800","3","Engineering
Chemical Engineering
"
"Kumawat, Ashok","57204803825","1","Physics and Astronomy
"
"Seth, Shikhar","57202642314","1","Computer Science
"
"Sinha, Kaustub","57202711131","1","Computer Science
"
"Swami, Suman","57125764600","7","Chemistry
Materials Science
Chemical Engineering
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Engineering
Computer Science
"
"Gupta, Devanshi","56096967800","3","Computer Science
Business, Management and Accounting
Social Sciences
Engineering
Decision Sciences
"
"Tiwari, Abhishek Kumar","56447904400","8","Engineering
Biochemistry, Genetics and Molecular Biology
Mathematics
Materials Science
Medicine
Physics and Astronomy
Immunology and Microbiology
Agricultural and Biological Sciences
"
"Agarwal, Anuradha","57194488119","2","Medicine
Business, Management and Accounting
","0000-0002-2651-6836"
"Chowdhury, Shambo Roy","57203887415","2","Chemical Engineering
Chemistry
"
"Goyal, Ashish","57194046808","7","Materials Science
Engineering
Physics and Astronomy
Chemical Engineering
Multidisciplinary
"
"Mittal, Jitendra","55201698200","7","Engineering
Agricultural and Biological Sciences
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Multidisciplinary
"
"Jain, Tarun","56375628900","5","Computer Science
Engineering
Energy
Mathematics
Decision Sciences
"
"Neetu, N.","57194283204","1","Engineering
"
"Arora, Nitin","57200530748","1","Decision Sciences
Computer Science
"
"Chaudhary, Jignesh","56998442200","2","Engineering
Physics and Astronomy
Materials Science
Biochemistry, Genetics and Molecular Biology
"
"Gupta, Ravi Kumar","12797386900","21","Engineering
Computer Science
Decision Sciences
Mathematics
Business, Management and Accounting
Materials Science
Chemical Engineering
","0000-0003-4419-8111"
"Chakraborty, Tanmoy","56350222300","19","Physics and Astronomy
Chemistry
Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
Chemical Engineering
Computer Science
"
"Mulchandani, Janak","57191668479","1","Physics and Astronomy
"
"Narang, Naina","56624219200","8","Physics and Astronomy
Computer Science
Engineering
Mathematics
Materials Science
"
"Jain, Shikha","57194284773","7","Materials Science
Immunology and Microbiology
Energy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
"
"Shivakumar, Chandan","57189097332","1","Computer Science
Decision Sciences
"
"Soni, Mamta","57202959364","2","Energy
Engineering
Environmental Science
"
"Mehrotra, Shweta","57205541430","1","Economics, Econometrics and Finance
Business, Management and Accounting
"
"Marwah, Neetu","57191738789","1","Engineering
Physics and Astronomy
Materials Science
"
"Agarwal, Vipul","57201828483","1","Engineering
Computer Science
"
"Agarwala, Arunava K.","6603847457","23","Chemistry
Materials Science
Chemical Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Agricultural and Biological Sciences
Immunology and Microbiology
Health Professions
Medicine
Neuroscience
Computer Science
"
"Gill, Reenu","57194532701","4","Physics and Astronomy
"
"Khandelwal, Shubham","57203517376","1","Computer Science
"
"Shrivastava, Ashish","36601506000","24","Engineering
Energy
Computer Science
Mathematics
Decision Sciences
Chemical Engineering
Multidisciplinary
Social Sciences
Chemistry
"
"Jain, Monika","57199665155","8","Computer Science
Engineering
Decision Sciences
"
"Bagaria, Ashima","57207649273","2","Engineering
Materials Science
Chemistry
Biochemistry, Genetics and Molecular Biology
"
"Rawat, Sanyog","26423334500","44","Computer Science
Engineering
Business, Management and Accounting
Environmental Science
Physics and Astronomy
Materials Science
Decision Sciences
Social Sciences
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
","0000-0002-1001-3070"
"Pal, Mamta","57203217529","2","Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
"
"Reddy, Nanda Gopal","57204917823","1","Engineering
Computer Science
"
"Chauhan, Vaishali","57206209018","1","Computer Science
Engineering
"
"Dhiman, Mamta","57205324052","1","Agricultural and Biological Sciences
"
"Jhajharia, Tejpal","57200561594","1","Engineering
"
"Mundra, Shikha","57205354826","1","Computer Science
Decision Sciences
"
"Shrivastava, Devesh Kumar","57191037036","1","Computer Science
"
"Thakur, Preeti","57191040538","1","Computer Science
"
"Sharma, Devi Prasad","57131954900","13","Computer Science
Engineering
Energy
Mathematics
Decision Sciences
"
"Jain, Anamika","56285933400","5","Computer Science
Mathematics
Decision Sciences
"
"Singh, Abhay Pratap","57193796619","2","Energy
"
"Parashar, Anubha","57191284351","5","Computer Science
Mathematics
"
"Kumar, Ankit","57191728528","1","Engineering
Chemistry
Materials Science
"
"Mishra, Yash","56574447900","3","Agricultural and Biological Sciences
Immunology and Microbiology
Chemical Engineering
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
"
"Raghavendra, Sanjana","57204528345","1","Engineering
Computer Science
"
"Sharma, Shashikant","56196233500","12","Engineering
Materials Science
Physics and Astronomy
Computer Science
Energy
Chemical Engineering
Chemistry
","0000-0002-8879-2027"
"Jain, Ayush","57201548490","1","Engineering
Business, Management and Accounting
"
"Srivastava, Suyash","57204580048","1","Engineering
"
"Sharma, Ruby","57200525040","1","Decision Sciences
Computer Science
"
"Verma, Suhasini","57191378454","2","Economics, Econometrics and Finance
Business, Management and Accounting
"
"Srivastava, Sumit K.","36062024400","42","Computer Science
Engineering
Social Sciences
Materials Science
Mathematics
Decision Sciences
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Medicine
Business, Management and Accounting
Energy
Chemical Engineering
Agricultural and Biological Sciences
"
"Raj, Nikhil","36024368000","17","Computer Science
Engineering
Physics and Astronomy
Materials Science
Mathematics
"
"Khatri, Rahul","57189458643","5","Energy
","0000-0003-1589-533X"
"Kabra, Shikha","56341093400","3","Computer Science
Decision Sciences
"
"Jain, Deepti","57204159098","1","Engineering
Chemistry
Chemical Engineering
Environmental Science
"
"Pathania, Divyanshu","57194693998","1","Energy
Physics and Astronomy
Engineering
Computer Science
"
"Yadav, Vinod","56015529600","10","Business, Management and Accounting
Computer Science
Engineering
Decision Sciences
Social Sciences
"
"Sharma, Ravi Kumar","57206887728","1","Physics and Astronomy
"
"Sharma, Varshali B.","57190140093","10","Materials Science
Physics and Astronomy
Computer Science
Engineering
Chemistry
Chemical Engineering
"
"Choudhary, Rakesh","57189500836","8","Engineering
Mathematics
Physics and Astronomy
Chemical Engineering
"
"Stephen, Bjorn John","57195353763","2","Biochemistry, Genetics and Molecular Biology
Neuroscience
"
"Jagannath, Korody","56612013100","11","Engineering
Materials Science
Physics and Astronomy
Energy
Chemistry
Environmental Science
"
"Dawar, Sunny","57202959102","2","Energy
Engineering
Environmental Science
"
"Singh, A. K.","55547111282","4","Physics and Astronomy
Computer Science
Engineering
","0000-0002-6550-8484"
"Meitei, Oinam Bedajit","56487970100","2","Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
","0000-0002-1192-7392"
"Jhajharia, Sharwan Kumar","57200144125","1","Engineering
Energy
"
"Mahajan, Ginika","57202706993","1","Computer Science
"
"Kumar, Ajay Anoushka","57206267121","2","Computer Science
Physics and Astronomy
Materials Science
Engineering
Mathematics
"
"Bhati, Narender Singh","57191379716","1","Economics, Econometrics and Finance
Business, Management and Accounting
"
"Raj, Prateek","57201699128","3","Computer Science
Physics and Astronomy
Energy
Mathematics
Engineering
"
"Joshi, Vishal","57194050672","1","Physics and Astronomy
"
"Seth, Shikhar","57203458662","1","Engineering
"
"Neeti","57132916300","1","Engineering
Computer Science
"
"Malik, Babita","57200900194","2","Chemistry
Biochemistry, Genetics and Molecular Biology
"
"Krishna, R. Jaya","57162399800","2","Computer Science
Engineering
"
"Nanda Gopal Reddy, A.","57192542649","1","Engineering
Mathematics
"
"Rathore, Himanshu","56405308800","10","Engineering
Computer Science
Mathematics
Decision Sciences
Physics and Astronomy
Multidisciplinary
"
"Ray, Sriparna","55451755900","7","Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
","0000-0002-3351-0678"
"Borode, Abhilesh","57194621477","2","Biochemistry, Genetics and Molecular Biology
Mathematics
Physics and Astronomy
Medicine
"
"Sogani, M.","57207639393","1","Engineering
"
"Bara, Pourush","57200854005","1","Engineering
"
"Ahuja, Mallika","57193004044","1","Economics, Econometrics and Finance
Business, Management and Accounting
"
"Sudhir, Sohi","57202050565","1","Computer Science
Physics and Astronomy
"
"Parveen, Khadeeja","57191669796","2","Agricultural and Biological Sciences
Physics and Astronomy
Earth and Planetary Sciences
Environmental Science
"
"Singh, Abhijeet","55547111141","22","Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Engineering
Immunology and Microbiology
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Multidisciplinary
Chemical Engineering
Environmental Science
Medicine
Chemistry
Neuroscience
"
"Bhakar, Suman","57200532620","3","Computer Science
Mathematics
Decision Sciences
"
"Kumar, Vishnu","57189321524","3","Computer Science
Physics and Astronomy
Engineering
Mathematics
Decision Sciences
"
"Bohra, Manoj Kumar","57200647764","3","Computer Science
Physics and Astronomy
Engineering
Mathematics
"
"Kamath, Tanmay R.","57194072245","1","Social Sciences
Energy
Environmental Science
Mathematics
Engineering
Computer Science
"
"Jangid, Krishan Gopal","56352383400","11","Physics and Astronomy
Computer Science
Engineering
Materials Science
Chemical Engineering
"
"Shrivastava, Sumit","57205293780","1","Computer Science
Social Sciences
"
"Garg, Naresh Kumar","57193867402","2","Energy
Earth and Planetary Sciences
Environmental Science
"
"Shrivastava, Divya Rishi","57202291156","2","Computer Science
Engineering
Physics and Astronomy
Energy
"
"Chokriwal, Ankit","57195354777","2","Biochemistry, Genetics and Molecular Biology
Neuroscience
"
"Sharma, Saurabh","57207760880","1","Medicine
"
"Pachauri, Shachi","57203585781","1","Physics and Astronomy
"
"Kapoor, Sunanda","57193084588","1","Computer Science
Agricultural and Biological Sciences
Environmental Science
Social Sciences
"
"Sharma, Akhilesh Kumar","57202966180","14","Computer Science
Engineering
Medicine
Decision Sciences
"
"Sharma, Abhishek Shikha Swaroop","57202966186","123","Engineering
Computer Science
Physics and Astronomy
Materials Science
Chemistry
Chemical Engineering
Energy
Earth and Planetary Sciences
Mathematics
Environmental Science
Decision Sciences
Agricultural and Biological Sciences
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
"
"Birla, Shilpi","35291423300","9","Computer Science
Mathematics
Engineering
","0000-0002-4239-4912"
"Ansu, Alok K.","57204471720","1","Engineering
Physics and Astronomy
"
"Gupta, Shilpi","56843965100","1","Environmental Science
Social Sciences
"
"Kushwah, Ashutosh","57200642063","1","Computer Science
"
"Dhaka, Sunishtha","56328260400","1","Business, Management and Accounting
"
"Johnson, Ajay","57194097878","2","Engineering
Chemical Engineering
"
"Venigalla, Srujana","57073650500","1","Engineering
Physics and Astronomy
Materials Science
"
"Chowdhury, Abhiroop","57075707300","13","Environmental Science
Earth and Planetary Sciences
Agricultural and Biological Sciences
Multidisciplinary
","0000-0001-6985-0722"
"Gupta, Anishi","56041472200","2","Computer Science
"
"Devi, Kuntal","57198022091","1","Mathematics
"
"Shrivastava, Rahul P.","7006573070","24","Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Immunology and Microbiology
Environmental Science
Engineering
Agricultural and Biological Sciences
Computer Science
"
"Sonawane, Shubham Sanjay","57203883215","1","Engineering
Computer Science
"
"Phogat, Kapender","57203690656","1","Materials Science
"
"Jain, Niketa","57194065165","4","Engineering
Computer Science
Mathematics
Business, Management and Accounting
"
"Bhateshvar, Yogesh Krishan","54917404200","13","Energy
Engineering
Computer Science
Earth and Planetary Sciences
Mathematics
Social Sciences
"
"Bhaduri, Gaurav A.","28367493600","12","Chemical Engineering
Chemistry
Engineering
Materials Science
Physics and Astronomy
","0000-0002-7714-8877"
"Singh, Vaibhav Kumar","57204968795","1","Chemical Engineering
"
"Bhatia, Noble","57201980831","1","Computer Science
"
"Dahiya, Anil Kumar","56096607800","8","Computer Science
Social Sciences
Engineering
Earth and Planetary Sciences
Mathematics
Business, Management and Accounting
Environmental Science
"
"Saboo, Ruchi","57191627400","4","Engineering
Environmental Science
Chemical Engineering
Mathematics
Chemistry
Computer Science
"
"Khare, Manu K.","57198303335","2","Environmental Science
Materials Science
Engineering
"
"Kanwar, Neeraj","56681974700","13","Energy
Engineering
Computer Science
Mathematics
Environmental Science
"
"Sharma, Tarun","57203053091","2","Engineering
Physics and Astronomy
Chemical Engineering
"
"Sharma, Neha V.","57199925017","1","Computer Science
Decision Sciences
"
"Patil, Santosh S.","55899344900","14","Engineering
Materials Science
Physics and Astronomy
Chemistry
Energy
Mathematics
","0000-0002-4125-2015"
"Barak, Monika S.","56717362800","2","Mathematics
Decision Sciences
"
"Yadav, Madhura","57205730017","1","Engineering
Computer Science
"
"Yadav, Anju","57200525307","6","Computer Science
Engineering
Decision Sciences
Mathematics
"
"Lamba, Vikas","57194690749","1","Energy
Physics and Astronomy
Engineering
Computer Science
"
"Dikshit, Mithilesh K.","57193933581","7","Engineering
Materials Science
Physics and Astronomy
","0000-0002-8755-9362"
"Dhayal, Veena","17342057400","15","Materials Science
Chemistry
Physics and Astronomy
Engineering
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
"
"Kumawat, Ashok Kumar","57189299026","2","Computer Science
Energy
Engineering
Mathematics
"
"Chaudhary, Himani","56539561200","2","Social Sciences
Computer Science
"
"Gautam, Arun","57207774018","1","Medicine
"
"Balot, Harsh","57205287998","1","Computer Science
Social Sciences
"
"Goyal, Bhavya","57132433600","2","Computer Science
Engineering
Decision Sciences
"
"Prasad, Gaurav","57204582853","1","Engineering
Computer Science
"
"Mishra, Shruti","57205344854","1","Business, Management and Accounting
"
"Hada, Priyank Singh","56340301000","1","Computer Science
Decision Sciences
"
"Chaudhary, Alka","56125839100","6","Computer Science
Engineering
Decision Sciences
"
"Prabhu, K. Gopalakrishna","57195415365","4","Computer Science
Medicine
Engineering
"
"Dahiya, Shailja","57200642957","2","Computer Science
Physics and Astronomy
Mathematics
Engineering
"
"Joshi, Sunil","57204581885","1","Engineering
"
"Bhatnagar, Nitu","36466178200","8","Materials Science
Engineering
Chemistry
Physics and Astronomy
Chemical Engineering
Medicine
Computer Science
"
"Chattopadhyay, Nilanjan","55256979300","3","Business, Management and Accounting
Computer Science
Social Sciences
"
"Gupta, Rohit Kumar","57202881727","1","Computer Science
Physics and Astronomy
"
"Srivastava, Ankur","57204976150","1","Engineering
Materials Science
Chemistry
"
"Kumar, Pancham","57191707323","13","Physics and Astronomy
Materials Science
Engineering
Computer Science
Medicine
Energy
Chemistry
Neuroscience
"
"Bhatt, Chayan","57163038500","2","Computer Science
Engineering
"
"Majumder, Subhajit","57196652546","9","Environmental Science
Chemical Engineering
Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
Medicine
"
"Kumar, Mukesh Krishna","57201849220","2","Engineering
Materials Science
"
"Ramani, Prakash","57198359026","1","Engineering
Computer Science
"
"Sharma, Ashok Kumar","57199494449","2","Engineering
Chemical Engineering
"
"Khanna, Radhesh","57205294019","1","Computer Science
Social Sciences
"
"Kumar Sharma, Ravi","57205187923","1","Engineering
Chemical Engineering
"
"Lazarus, Davis","55874803500","2","Business, Management and Accounting
"
"Suthar, Shailesh","57204965393","1","Chemical Engineering
"
"Sharma, Anupam K.","10242297000","93","Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Materials Science
Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
Chemistry
Engineering
Health Professions
Immunology and Microbiology
Chemical Engineering
Nursing
"
"Panwar, Savita","57195578791","1","Business, Management and Accounting
"
"Upadhyay, Gaurangi","57202785380","1","Computer Science
Physics and Astronomy
Engineering
Mathematics
"
"Lamba, Chattar Singh","36053138000","13","Computer Science
Engineering
Social Sciences
Physics and Astronomy
Materials Science
Energy
Mathematics
"
"Singh, Kulwant P.","55504585300","23","Physics and Astronomy
Materials Science
Engineering
Pharmacology, Toxicology and Pharmaceutics
Computer Science
Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
Earth and Planetary Sciences
"
"Kumar Sharma, Rakesh","57196152080","18","Environmental Science
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Agricultural and Biological Sciences
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Energy
","0000-0002-2826-1291"
"Shrivastva, Ashish","57204392384","1","Computer Science
","0000-0002-2465-0708"
"Verma, Vivek Kumar","56973469300","11","Computer Science
Engineering
Mathematics
Decision Sciences
","0000-0003-1998-8736"
"Inbaraj, Prabhu M.","57202086462","2","Environmental Science
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Veterinary
"
"Pilania, Meenakshi","55623895100","9","Chemistry
Biochemistry, Genetics and Molecular Biology
"
"Nizam, Farhan","57201700032","1","Engineering
Computer Science
"
"Sharma, Rajat K.","56424398200","13","Engineering
Energy
Materials Science
Physics and Astronomy
Environmental Science
Mathematics
Medicine
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
Computer Science
"
"Gupta, Ravi Kant","57203100025","2","Engineering
Materials Science
"
"Neetu, Z.","57191576297","1","Materials Science
"
"Tiwari, Manish","57200855189","19","Computer Science
Engineering
Physics and Astronomy
Materials Science
Mathematics
","0000-0002-6758-3939"
"Randhawa, Princy","57202972671","2","Computer Science
Social Sciences
Mathematics
Decision Sciences
"
"Sharma, Avi","57199494623","1","Environmental Science
"
"Bhatnagar, Roheet","37261111500","18","Computer Science
Engineering
Energy
Mathematics
Decision Sciences
"
"Saini, Ajay","57188585645","7","Materials Science
Physics and Astronomy
Engineering
Chemistry
Chemical Engineering
","0000-0003-3616-0527"
"D'Silva, C.","57203962790","1","Multidisciplinary
"
"Tiwari, Pradeep Kumar","56825247600","9","Computer Science
Engineering
Biochemistry, Genetics and Molecular Biology
Mathematics
Decision Sciences
","0000-0003-0387-9236"
"Garg, Peeyush","57200524257","2","Computer Science
Engineering
Decision Sciences
"
"N Sharma, N.","57205119198","1","Physics and Astronomy
Engineering
Materials Science
Computer Science
"
"Karigar, Saif","57205282031","1","Computer Science
Social Sciences
"
"Pachauri, Bhoopendra","55776526700","5","Computer Science
Mathematics
Engineering
"
"Behera, Debasis","55176951900","17","Materials Science
Chemistry
Physics and Astronomy
Chemical Engineering
Engineering
Environmental Science
","0000-0002-1582-6417"
"Sharma, Saurabh","57191419771","1","Economics, Econometrics and Finance
Business, Management and Accounting
"
"Stephan, Bjorn John","56960044500","2","Veterinary
Agricultural and Biological Sciences
"
"Kumar, Ashish","56892949600","21","Mathematics
Engineering
Multidisciplinary
Computer Science
Business, Management and Accounting
Decision Sciences
Physics and Astronomy
Materials Science
Chemical Engineering
Agricultural and Biological Sciences
"
"Kavita","57200536234","1","Computer Science
Decision Sciences
"
"Roy, Satyabrata","56440583200","8","Computer Science
Engineering
Physics and Astronomy
","0000-0002-1856-5144"
